id	cat_boost_original_bert	forest_original_bert	log_original_bert	neigh_original_bert	original_majority_label_bert
Mal_529	Positive	Positive	Positive	Positive	Positive
Mal_530	Positive	Positive	Positive	Negative	Positive
Mal_531	Positive	Positive	Positive	Positive	Positive
Mal_532	Negative	Positive	Positive	Positive	Positive
Mal_533	Positive	Positive	Positive	Positive	Positive
Mal_534	Negative	Positive	Positive	Positive	Positive
Mal_535	Positive	Positive	Positive	Positive	Positive
Mal_536	Positive	Positive	Positive	Positive	Positive
Mal_537	Positive	Positive	Positive	Positive	Positive
Mal_538	Positive	Positive	Positive	Positive	Positive
Mal_539	Negative	Positive	Negative	Negative	Negative
Mal_540	Positive	Positive	Positive	Positive	Positive
Mal_541	Positive	Positive	Positive	Positive	Positive
Mal_542	Positive	Mixed feelings	Positive	Positive	Positive
Mal_543	Negative	Positive	Negative	Mixed feelings	Negative
Mal_544	Negative	Positive	Positive	Positive	Positive
Mal_545	Positive	Positive	Positive	Positive	Positive
Mal_546	Positive	Positive	Positive	Positive	Positive
Mal_547	Positive	Positive	Positive	Positive	Positive
Mal_548	Positive	Positive	Positive	Positive	Positive
Mal_549	Positive	Negative	Positive	Negative	Negative
Mal_550	Positive	Positive	Positive	Positive	Positive
Mal_551	Mixed feelings	Positive	Positive	Positive	Positive
Mal_552	Positive	Positive	Positive	Positive	Positive
Mal_553	Negative	Negative	Negative	Positive	Negative
Mal_554	Positive	Positive	Positive	Negative	Positive
Mal_555	Negative	Positive	Positive	Negative	Negative
Mal_556	Positive	Positive	Positive	Positive	Positive
Mal_557	Positive	Positive	Positive	Positive	Positive
Mal_558	Positive	Positive	Positive	Positive	Positive
Mal_559	Positive	Negative	Positive	Positive	Positive
Mal_560	Positive	Positive	Positive	Positive	Positive
Mal_561	Positive	Positive	Positive	Positive	Positive
Mal_562	Positive	Positive	Positive	Positive	Positive
Mal_563	Positive	Positive	Positive	Positive	Positive
Mal_564	Positive	Positive	Positive	Positive	Positive
Mal_565	Positive	Positive	Negative	Positive	Positive
Mal_566	Positive	Positive	Positive	Positive	Positive
Mal_567	Positive	Positive	Positive	Positive	Positive
Mal_568	Positive	Positive	Positive	Positive	Positive
Mal_569	Positive	Positive	Positive	Positive	Positive
Mal_570	Positive	Positive	Positive	Positive	Positive
Mal_571	Negative	Positive	Positive	Positive	Positive
Mal_572	Negative	Negative	Negative	Negative	Negative
Mal_573	Positive	Positive	Positive	Positive	Positive
Mal_574	Negative	Positive	Positive	Positive	Positive
Mal_575	Positive	Positive	Positive	Positive	Positive
Mal_576	Positive	Positive	Positive	Positive	Positive
Mal_577	Negative	Negative	Positive	Positive	Negative
Mal_578	Positive	Positive	Positive	Positive	Positive
Mal_579	Positive	Positive	Positive	Positive	Positive
Mal_580	Negative	Positive	Negative	Positive	Negative
Mal_581	Negative	Negative	Negative	Positive	Negative
Mal_582	Positive	Positive	Positive	Positive	Positive
Mal_583	Positive	Positive	Positive	Positive	Positive
Mal_584	Positive	Mixed feelings	Positive	Positive	Positive
Mal_585	unknown state	Positive	Positive	Positive	Positive
Mal_586	Positive	Positive	Positive	Positive	Positive
Mal_587	Positive	Positive	Positive	Positive	Positive
Mal_588	Negative	Positive	Positive	Negative	Negative
Mal_589	Positive	Positive	Positive	Positive	Positive
Mal_590	Positive	Positive	Positive	Positive	Positive
Mal_591	Positive	Positive	Positive	Positive	Positive
Mal_592	Positive	Positive	Positive	Positive	Positive
Mal_593	Positive	Positive	Positive	Positive	Positive
Mal_594	unknown state	Negative	Positive	Positive	Positive
Mal_595	Mixed feelings	Negative	Negative	Positive	Negative
Mal_596	Positive	Positive	Positive	Positive	Positive
Mal_597	Positive	Positive	Positive	Positive	Positive
Mal_598	Positive	Negative	Positive	Positive	Positive
Mal_599	Positive	Negative	Positive	Positive	Positive
Mal_600	Positive	Positive	Positive	Negative	Positive
Mal_601	Positive	Positive	Positive	Positive	Positive
Mal_602	Positive	Positive	Positive	Positive	Positive
Mal_603	Positive	Positive	Negative	Positive	Positive
Mal_604	Positive	Negative	Positive	Positive	Positive
Mal_605	Positive	Positive	Positive	Positive	Positive
Mal_606	Negative	Negative	Negative	Negative	Negative
Mal_607	Positive	Positive	Positive	Positive	Positive
Mal_608	Positive	Positive	Positive	Positive	Positive
Mal_609	Positive	Positive	Positive	Positive	Positive
Mal_610	Positive	Positive	Positive	Positive	Positive
Mal_611	unknown state	Positive	Negative	Positive	Positive
Mal_612	Positive	Negative	Positive	Positive	Positive
Mal_613	Positive	Positive	Positive	Positive	Positive
Mal_614	Positive	Negative	Positive	Negative	Negative
Mal_615	Mixed feelings	Positive	Positive	Positive	Positive
Mal_616	Positive	Positive	Positive	Mixed feelings	Positive
Mal_617	Positive	Positive	Positive	Positive	Positive
Mal_618	Positive	Positive	Positive	Positive	Positive
Mal_619	Positive	Positive	Positive	Positive	Positive
Mal_620	Positive	Positive	Positive	Positive	Positive
Mal_621	Positive	Mixed feelings	Positive	Positive	Positive
Mal_622	Mixed feelings	Negative	Negative	Negative	Negative
Mal_623	Positive	Positive	Positive	Positive	Positive
Mal_624	Positive	Positive	Positive	Positive	Positive
Mal_625	Positive	Positive	Positive	Positive	Positive
Mal_626	Positive	Positive	Positive	Positive	Positive
Mal_627	Negative	Positive	Negative	Positive	Negative
Mal_628	Negative	Positive	Positive	Positive	Positive
Mal_629	Positive	Positive	Positive	Positive	Positive
Mal_630	Negative	Positive	Positive	Positive	Positive
Mal_631	Positive	Positive	Positive	Positive	Positive
Mal_632	Positive	Negative	Positive	Negative	Negative
Mal_633	Positive	Positive	Positive	Positive	Positive
Mal_634	Positive	Positive	Negative	Negative	Negative
Mal_635	Positive	Positive	Positive	Positive	Positive
Mal_636	Positive	Positive	Positive	Positive	Positive
Mal_637	Positive	Positive	Positive	Positive	Positive
Mal_638	Positive	Positive	Positive	Positive	Positive
Mal_639	Positive	Positive	Positive	Positive	Positive
Mal_640	Positive	Positive	Positive	Positive	Positive
Mal_641	Positive	Positive	Positive	Positive	Positive
Mal_642	Positive	Positive	Positive	Positive	Positive
Mal_643	Positive	Positive	Positive	Positive	Positive
Mal_644	Positive	Positive	Positive	Positive	Positive
Mal_645	Mixed feelings	Positive	Positive	Positive	Positive
Mal_646	Positive	Positive	Positive	Positive	Positive
Mal_647	Negative	Positive	Positive	Negative	Negative
Mal_648	Mixed feelings	Positive	Positive	Positive	Positive
Mal_649	Positive	Positive	Positive	Positive	Positive
Mal_650	Positive	Negative	Positive	Negative	Negative
Mal_651	Positive	Positive	Positive	Positive	Positive
Mal_652	Positive	Positive	Positive	Positive	Positive
Mal_653	Positive	Negative	Positive	Positive	Positive
Mal_654	Positive	Positive	Positive	Positive	Positive
Mal_655	Positive	Positive	Positive	Positive	Positive
Mal_656	Positive	Positive	Positive	Positive	Positive
Mal_657	Positive	Positive	Positive	Positive	Positive
Mal_658	Negative	Positive	Negative	Negative	Negative
Mal_659	Positive	Positive	Positive	Positive	Positive
Mal_660	Negative	Positive	Positive	Positive	Positive
Mal_661	Positive	Positive	Positive	Positive	Positive
Mal_662	Positive	Positive	Positive	Positive	Positive
Mal_663	Positive	Positive	Positive	Positive	Positive
Mal_664	Negative	Positive	Positive	Negative	Negative
Mal_665	Positive	Positive	Positive	Positive	Positive
Mal_666	Positive	Positive	Positive	Positive	Positive
Mal_667	Positive	Positive	Positive	Positive	Positive
Mal_668	Positive	Positive	Positive	Positive	Positive
Mal_669	Positive	Positive	Positive	Positive	Positive
Mal_670	Positive	Negative	Positive	Positive	Positive
Mal_671	Negative	Positive	Positive	Positive	Positive
Mal_672	Positive	Positive	Positive	Positive	Positive
Mal_673	Positive	Positive	Positive	Positive	Positive
Mal_674	Negative	Positive	Positive	Positive	Positive
Mal_675	Negative	Positive	Positive	Positive	Positive
Mal_676	Positive	Positive	Positive	Positive	Positive
Mal_677	Negative	Positive	Positive	Negative	Negative
Mal_678	Positive	Positive	Positive	Positive	Positive
Mal_679	Positive	Positive	Positive	Positive	Positive
Mal_680	Positive	Positive	Positive	Positive	Positive
Mal_681	Positive	Positive	Negative	Positive	Positive
Mal_682	Positive	Positive	Positive	Positive	Positive
Mal_683	Positive	Positive	Positive	Positive	Positive
Mal_684	Positive	Positive	Positive	Positive	Positive
Mal_685	Positive	Positive	Positive	Positive	Positive
Mal_686	Positive	Positive	Positive	Positive	Positive
Mal_687	Positive	Positive	Positive	Positive	Positive
Mal_688	Mixed feelings	Positive	Positive	Positive	Positive
Mal_689	Negative	Positive	Positive	Positive	Positive
Mal_690	Positive	Positive	Positive	Positive	Positive
Mal_691	Positive	Positive	Positive	Positive	Positive
Mal_692	Positive	Positive	Positive	Positive	Positive
Mal_693	Negative	Positive	Positive	Positive	Positive
Mal_694	Positive	Positive	Negative	Positive	Positive
Mal_695	Mixed feelings	Positive	Mixed feelings	Negative	Mixed feelings
Mal_696	Positive	Positive	Positive	Positive	Positive
Mal_697	not-Kannada	Positive	Positive	Positive	Positive
Mal_698	Positive	Positive	Positive	Positive	Positive
Mal_699	Positive	Positive	Positive	Positive	Positive
Mal_700	Positive	Positive	Positive	Positive	Positive
Mal_701	Positive	Positive	Positive	Positive	Positive
Mal_702	Positive	Positive	Positive	Negative	Positive
Mal_703	Positive	Positive	Positive	Positive	Positive
Mal_704	Positive	Positive	Positive	Positive	Positive
Mal_705	Mixed feelings	Positive	Negative	Positive	Positive
Mal_706	Positive	Positive	Positive	Positive	Positive
Mal_707	Positive	Positive	Positive	Negative	Positive
Mal_708	Positive	Negative	Positive	Positive	Positive
Mal_709	Positive	Positive	Positive	Positive	Positive
Mal_710	Positive	Positive	unknown state	Positive	Positive
Mal_711	Positive	Positive	Positive	Negative	Positive
Mal_712	Positive	Positive	Positive	Positive	Positive
Mal_713	Positive	Positive	Positive	Positive	Positive
Mal_714	Positive	Negative	Positive	Positive	Positive
Mal_715	unknown state	Positive	Negative	Positive	Positive
Mal_716	Positive	Positive	Positive	Positive	Positive
Mal_717	Positive	Positive	Positive	Positive	Positive
Mal_718	Positive	Positive	Positive	Positive	Positive
Mal_719	Positive	Positive	Positive	Positive	Positive
Mal_720	Positive	Positive	Positive	Positive	Positive
Mal_721	Negative	Positive	Positive	Positive	Positive
Mal_722	Positive	Positive	Positive	Negative	Positive
Mal_723	Positive	Positive	Positive	Positive	Positive
Mal_724	Positive	Positive	Positive	Positive	Positive
Mal_725	Positive	Positive	Positive	Positive	Positive
Mal_726	Negative	Positive	Positive	Positive	Positive
Mal_727	Positive	Positive	Positive	Positive	Positive
Mal_728	Positive	Positive	Positive	Negative	Positive
Mal_729	Negative	Positive	Positive	Negative	Negative
Mal_730	Positive	Positive	Positive	Positive	Positive
Mal_731	Positive	Positive	Positive	Positive	Positive
Mal_732	Positive	Positive	Positive	Negative	Positive
Mal_733	Positive	Positive	Positive	Positive	Positive
Mal_734	Positive	Positive	Positive	Positive	Positive
Mal_735	Positive	Positive	Positive	Negative	Positive
Mal_736	Negative	Negative	Positive	Positive	Negative
Mal_737	Positive	Positive	Positive	Positive	Positive
Mal_738	Negative	Negative	Negative	Positive	Negative
Mal_739	Positive	Positive	Positive	Positive	Positive
Mal_740	Positive	Positive	Positive	Negative	Positive
Mal_741	Positive	Positive	Positive	Positive	Positive
Mal_742	Positive	Positive	Positive	Positive	Positive
Mal_743	Positive	Negative	Negative	Positive	Negative
Mal_744	Positive	Positive	Positive	Positive	Positive
Mal_745	Negative	Positive	Positive	Positive	Positive
Mal_746	Positive	Positive	Positive	Positive	Positive
Mal_747	Positive	Positive	Negative	Positive	Positive
Mal_748	Positive	Positive	Positive	Negative	Positive
Mal_749	Positive	Positive	Positive	Positive	Positive
Mal_750	Positive	Positive	Positive	Positive	Positive
Mal_751	Positive	Positive	Positive	Positive	Positive
Mal_752	Positive	Positive	Positive	Positive	Positive
Mal_753	Positive	Positive	Positive	Positive	Positive
Mal_754	Negative	Negative	Positive	Positive	Negative
Mal_755	Positive	Positive	Positive	Positive	Positive
Mal_756	Positive	Positive	Positive	Positive	Positive
Mal_757	Positive	Positive	Positive	Positive	Positive
Mal_758	Positive	Positive	Positive	Positive	Positive
Mal_759	Positive	Positive	Positive	Positive	Positive
Mal_760	Positive	Positive	Positive	Positive	Positive
Mal_761	Positive	Positive	Positive	Positive	Positive
Mal_762	Positive	Positive	Positive	Positive	Positive
Mal_763	Positive	Negative	Positive	Positive	Positive
Mal_764	Negative	Positive	Positive	Positive	Positive
Mal_765	Negative	Negative	Negative	Positive	Negative
Mal_766	Negative	Positive	Positive	Negative	Negative
Mal_767	Positive	Positive	Positive	Positive	Positive
Mal_768	unknown state	Positive	Negative	Negative	Negative
Mal_769	Positive	Positive	Positive	Positive	Positive
Mal_770	Positive	Positive	Positive	Positive	Positive
Mal_771	Positive	Positive	Positive	Positive	Positive
Mal_772	Positive	Positive	Positive	Positive	Positive
Mal_773	Positive	Negative	Negative	Positive	Negative
Mal_774	Positive	Positive	Positive	Positive	Positive
Mal_775	Positive	Positive	Positive	Positive	Positive
Mal_776	Positive	Positive	Positive	Positive	Positive
Mal_777	Positive	Positive	Positive	Positive	Positive
Mal_778	Positive	Positive	Positive	Positive	Positive
Mal_779	Positive	Positive	Positive	Positive	Positive
Mal_780	Positive	Positive	Positive	Positive	Positive
Mal_781	Positive	Positive	Positive	Positive	Positive
Mal_782	Positive	Positive	Positive	Positive	Positive
Mal_783	Positive	Negative	Negative	Mixed feelings	Negative
Mal_784	Positive	Positive	Positive	Positive	Positive
Mal_785	Positive	Positive	Positive	Positive	Positive
Mal_786	Positive	Negative	Positive	Positive	Positive
Mal_787	Positive	Positive	Positive	Positive	Positive
Mal_788	Positive	Positive	Positive	Positive	Positive
Mal_789	Positive	Positive	Positive	Positive	Positive
Mal_790	Positive	Positive	Positive	Positive	Positive
Mal_791	Positive	Positive	Positive	Positive	Positive
Mal_792	Positive	Positive	Positive	Positive	Positive
Mal_793	Negative	Positive	Positive	Positive	Positive
Mal_794	Positive	Positive	Positive	Positive	Positive
Mal_795	Positive	Positive	Positive	Positive	Positive
Mal_796	Positive	Positive	Positive	Positive	Positive
Mal_797	Positive	Positive	Positive	Positive	Positive
Mal_798	Negative	Positive	Positive	Negative	Negative
Mal_799	Positive	Positive	Positive	Negative	Positive
Mal_800	Positive	Positive	Positive	Positive	Positive
Mal_801	Positive	Positive	Positive	Positive	Positive
Mal_802	Positive	Positive	Positive	Positive	Positive
Mal_803	Positive	Positive	Positive	Positive	Positive
Mal_804	Negative	Negative	Positive	Positive	Negative
Mal_805	Negative	Positive	Positive	Positive	Positive
Mal_806	Positive	Positive	Positive	Positive	Positive
Mal_807	Positive	Positive	Positive	Positive	Positive
Mal_808	Positive	Positive	Negative	Positive	Positive
Mal_809	Positive	Positive	Positive	Positive	Positive
Mal_810	Positive	Positive	Positive	Positive	Positive
Mal_811	Positive	Positive	Positive	Positive	Positive
Mal_812	Positive	Positive	Positive	Positive	Positive
Mal_813	Positive	Positive	Negative	Positive	Positive
Mal_814	Positive	Positive	Negative	Positive	Positive
Mal_815	Positive	Positive	Positive	Positive	Positive
Mal_816	Positive	Positive	Positive	Positive	Positive
Mal_817	Positive	Positive	Positive	Positive	Positive
Mal_818	Negative	Positive	Positive	Positive	Positive
Mal_819	Positive	Positive	Positive	Positive	Positive
Mal_820	Positive	Positive	Positive	Positive	Positive
Mal_821	Positive	Positive	Positive	Positive	Positive
Mal_822	Positive	Positive	Positive	Positive	Positive
Mal_823	Positive	Positive	Positive	Positive	Positive
Mal_824	Positive	Positive	Positive	Positive	Positive
Mal_825	Positive	Positive	Negative	Positive	Positive
Mal_826	Positive	Positive	Positive	Positive	Positive
Mal_827	Positive	Positive	Positive	Positive	Positive
Mal_828	Positive	Positive	Positive	Positive	Positive
Mal_829	Positive	Positive	Positive	Positive	Positive
Mal_830	not-Kannada	not-Kannada	unknown state	unknown state	not-Kannada
Mal_831	Negative	Positive	Positive	Positive	Positive
Mal_832	Positive	Negative	Positive	Positive	Positive
Mal_833	Positive	Positive	Positive	Positive	Positive
Mal_834	Positive	Positive	Positive	Positive	Positive
Mal_835	Negative	Positive	Negative	Positive	Negative
Mal_836	Negative	Negative	Negative	Positive	Negative
Mal_837	Negative	Negative	Negative	Positive	Negative
Mal_838	Negative	Positive	Positive	Positive	Positive
Mal_839	unknown state	Negative	Positive	Positive	Positive
Mal_840	Negative	Positive	Positive	Positive	Positive
Mal_841	Mixed feelings	Negative	Positive	Positive	Positive
Mal_842	Positive	Positive	Positive	Positive	Positive
Mal_843	Positive	Positive	Positive	Positive	Positive
Mal_844	Positive	Positive	Positive	Positive	Positive
Mal_845	Positive	Positive	Positive	Positive	Positive
Mal_846	Negative	Positive	Positive	Positive	Positive
Mal_847	Positive	Positive	Positive	Positive	Positive
Mal_848	Positive	Negative	Positive	Positive	Positive
Mal_849	Negative	Positive	Positive	Positive	Positive
Mal_850	Mixed feelings	Positive	Negative	Positive	Positive
Mal_851	Positive	Positive	Positive	Positive	Positive
Mal_852	Positive	Positive	Positive	Positive	Positive
Mal_853	Positive	Positive	Positive	Positive	Positive
Mal_854	Negative	Positive	Positive	Positive	Positive
Mal_855	Mixed feelings	Positive	Mixed feelings	Positive	Positive
Mal_856	Positive	Positive	Positive	Positive	Positive
Mal_857	Positive	Positive	Positive	Positive	Positive
Mal_858	Positive	Positive	Positive	Positive	Positive
Mal_859	Positive	Positive	Positive	Positive	Positive
Mal_860	Positive	Positive	Positive	Positive	Positive
Mal_861	Positive	Positive	Positive	Positive	Positive
Mal_862	Positive	Positive	Positive	Positive	Positive
Mal_863	Negative	Positive	Positive	Positive	Positive
Mal_864	Positive	Positive	Positive	Positive	Positive
Mal_865	Positive	Positive	Positive	Negative	Positive
Mal_866	Positive	Positive	Positive	Positive	Positive
Mal_867	Positive	Positive	Positive	Positive	Positive
Mal_868	Positive	Positive	Positive	Negative	Positive
Mal_869	Positive	Positive	Positive	Positive	Positive
Mal_870	Positive	Positive	Positive	Positive	Positive
Mal_871	Positive	Positive	Positive	Positive	Positive
Mal_872	Positive	Positive	Positive	Positive	Positive
Mal_873	Positive	Positive	Positive	Positive	Positive
Mal_874	Positive	Positive	Positive	Positive	Positive
Mal_875	Positive	unknown state	Positive	unknown state	Positive
Mal_876	Positive	Positive	Positive	Positive	Positive
Mal_877	Positive	Positive	Positive	Positive	Positive
Mal_878	Positive	Positive	Positive	Positive	Positive
Mal_879	Positive	Positive	Positive	Positive	Positive
Mal_880	Positive	Positive	Positive	Positive	Positive
Mal_881	Positive	Positive	Positive	Positive	Positive
Mal_882	Positive	Positive	Positive	Positive	Positive
Mal_883	Negative	Positive	Positive	Positive	Positive
Mal_884	Positive	Negative	Positive	Positive	Positive
Mal_885	Positive	Positive	Positive	Positive	Positive
Mal_886	Positive	Positive	Positive	Positive	Positive
Mal_887	Positive	Positive	Positive	Positive	Positive
Mal_888	Positive	Negative	Positive	Positive	Positive
Mal_889	unknown state	Positive	unknown state	Positive	Positive
Mal_890	Negative	Positive	Positive	Positive	Positive
Mal_891	Positive	Positive	Positive	Positive	Positive
Mal_892	Positive	Positive	Positive	Positive	Positive
Mal_893	Positive	Positive	Positive	Negative	Positive
Mal_894	Negative	Positive	Positive	Positive	Positive
Mal_895	Positive	Positive	Positive	Positive	Positive
Mal_896	Negative	unknown state	Negative	Positive	Negative
Mal_897	Negative	Positive	Positive	Positive	Positive
Mal_898	Positive	Positive	Positive	Positive	Positive
Mal_899	Positive	Negative	Positive	Positive	Positive
Mal_900	Positive	Positive	Positive	Positive	Positive
Mal_901	Negative	Positive	Positive	Negative	Negative
Mal_902	unknown state	Positive	Positive	Positive	Positive
Mal_903	Positive	Positive	Positive	Positive	Positive
Mal_904	Positive	Negative	unknown state	Positive	Positive
Mal_905	Positive	Positive	Positive	Positive	Positive
Mal_906	Positive	Positive	Positive	Positive	Positive
Mal_907	Positive	Positive	Positive	Positive	Positive
Mal_908	Positive	Positive	Positive	Positive	Positive
Mal_909	Positive	Positive	Positive	Positive	Positive
Mal_910	Positive	Positive	Positive	Positive	Positive
Mal_911	Positive	Negative	Positive	Positive	Positive
Mal_912	Negative	Positive	Positive	Positive	Positive
Mal_913	Positive	Positive	Positive	Positive	Positive
Mal_914	Positive	Positive	Positive	Positive	Positive
Mal_915	Positive	Positive	Positive	Positive	Positive
Mal_916	Negative	Positive	Positive	Negative	Negative
Mal_917	Positive	Positive	Positive	Positive	Positive
Mal_918	Positive	Positive	Positive	Negative	Positive
Mal_919	Positive	Positive	Positive	Positive	Positive
Mal_920	Positive	Positive	Positive	Positive	Positive
Mal_921	Positive	Positive	Positive	Positive	Positive
Mal_922	Positive	Positive	Positive	Positive	Positive
Mal_923	Positive	Positive	Positive	Positive	Positive
Mal_924	Positive	Positive	Negative	Positive	Positive
Mal_925	Positive	Positive	Positive	Positive	Positive
Mal_926	Positive	Positive	Positive	Positive	Positive
Mal_927	Negative	Positive	Negative	Positive	Negative
Mal_928	Positive	Positive	Positive	Positive	Positive
Mal_929	Positive	Positive	Positive	Positive	Positive
Mal_930	Positive	Negative	Positive	Positive	Positive
Mal_931	Positive	Positive	Positive	Positive	Positive
Mal_932	Positive	Negative	Positive	Positive	Positive
Mal_933	Positive	Negative	Positive	Positive	Positive
Mal_934	Positive	Positive	Positive	Positive	Positive
Mal_935	Positive	Positive	Positive	Positive	Positive
Mal_936	Positive	Positive	Positive	Positive	Positive
Mal_937	Positive	Negative	Negative	Positive	Negative
Mal_938	Positive	Positive	Positive	Positive	Positive
Mal_939	Positive	Positive	Positive	Positive	Positive
Mal_940	Positive	Positive	Positive	Positive	Positive
Mal_941	Negative	Positive	Positive	Negative	Negative
Mal_942	Positive	Positive	Positive	Positive	Positive
Mal_943	Negative	Positive	Positive	Positive	Positive
Mal_944	Mixed feelings	Positive	Positive	Positive	Positive
Mal_945	Negative	Negative	Positive	Positive	Negative
Mal_946	Mixed feelings	Positive	Positive	Positive	Positive
Mal_947	Positive	Positive	Positive	Positive	Positive
Mal_948	Positive	Positive	Positive	Positive	Positive
Mal_949	Positive	Positive	Positive	Positive	Positive
Mal_950	Positive	Positive	Positive	Negative	Positive
Mal_951	Positive	Positive	Positive	Mixed feelings	Positive
Mal_952	Positive	Positive	Positive	Positive	Positive
Mal_953	Mixed feelings	Positive	Positive	Positive	Positive
Mal_954	Negative	Positive	Positive	Positive	Positive
Mal_955	Negative	Positive	Positive	Positive	Positive
Mal_956	Positive	Positive	Positive	Negative	Positive
Mal_957	Positive	Positive	Positive	Positive	Positive
Mal_958	Positive	Positive	Positive	Positive	Positive
Mal_959	Positive	Positive	Positive	Positive	Positive
Mal_960	Positive	Positive	Positive	Positive	Positive
Mal_961	Positive	Mixed feelings	Positive	Positive	Positive
Mal_962	Negative	Negative	Positive	Positive	Negative
Mal_963	Positive	Positive	Positive	Negative	Positive
Mal_964	Positive	Positive	Positive	Positive	Positive
Mal_965	Positive	Positive	Positive	Positive	Positive
Mal_966	Positive	Positive	Positive	Positive	Positive
Mal_967	Positive	Positive	Positive	Positive	Positive
Mal_968	unknown state	Positive	Positive	unknown state	Positive
Mal_969	Positive	Positive	Negative	Positive	Positive
Mal_970	Positive	Positive	Positive	Positive	Positive
Mal_971	Positive	Positive	Positive	Negative	Positive
Mal_972	Positive	Positive	Positive	Positive	Positive
Mal_973	Positive	Positive	Positive	Positive	Positive
Mal_974	Positive	Positive	Positive	Positive	Positive
Mal_975	Positive	Positive	Positive	Positive	Positive
Mal_976	unknown state	Positive	Positive	Positive	Positive
Mal_977	Positive	Positive	Positive	Positive	Positive
Mal_978	Positive	Positive	Positive	Negative	Positive
Mal_979	Positive	Positive	Positive	Negative	Positive
Mal_980	Negative	Positive	Negative	Positive	Negative
Mal_981	Negative	Positive	Negative	Positive	Negative
Mal_982	Positive	Positive	Positive	Positive	Positive
Mal_983	Negative	Negative	Negative	Positive	Negative
Mal_984	Positive	Positive	Positive	Positive	Positive
Mal_985	Positive	Positive	Positive	Positive	Positive
Mal_986	Positive	Positive	Positive	Positive	Positive
Mal_987	Positive	Positive	Positive	Positive	Positive
Mal_988	Positive	Positive	Positive	Positive	Positive
Mal_989	Negative	Positive	Positive	Positive	Positive
Mal_990	Positive	Positive	Positive	Positive	Positive
Mal_991	Positive	Positive	Negative	Negative	Negative
Mal_992	Positive	Positive	Positive	Positive	Positive
Mal_993	Positive	Negative	Positive	Positive	Positive
Mal_994	Positive	Positive	Positive	Positive	Positive
Mal_995	Positive	Positive	Positive	Positive	Positive
Mal_996	Positive	Mixed feelings	Positive	Positive	Positive
Mal_997	Positive	Positive	Positive	Positive	Positive
Mal_998	Positive	Positive	Positive	Positive	Positive
Mal_999	Positive	Positive	Positive	Negative	Positive
Mal_1000	Positive	Mixed feelings	not-Kannada	not-Kannada	not-Kannada
Mal_1001	Positive	Positive	Positive	Positive	Positive
Mal_1002	unknown state	Negative	Negative	Positive	Negative
Mal_1003	Positive	Positive	Positive	Positive	Positive
Mal_1004	Positive	Negative	Positive	Positive	Positive
Mal_1005	Positive	Positive	Positive	Positive	Positive
Mal_1006	Positive	Positive	not-Kannada	Positive	Positive
Mal_1007	Positive	Positive	Positive	Positive	Positive
Mal_1008	Positive	Positive	Positive	Positive	Positive
Mal_1009	Positive	Positive	Positive	Positive	Positive
Mal_1010	Positive	Positive	Positive	Positive	Positive
Mal_1011	Positive	Positive	Negative	Positive	Positive
Mal_1012	Negative	Positive	Positive	Positive	Positive
Mal_1013	Positive	Positive	Positive	Positive	Positive
Mal_1014	Positive	Positive	Positive	Positive	Positive
Mal_1015	Positive	Positive	Positive	Positive	Positive
Mal_1016	unknown state	unknown state	Negative	Positive	unknown state
Mal_1017	Positive	Positive	Positive	Positive	Positive
Mal_1018	Positive	Positive	Positive	Positive	Positive
Mal_1019	Positive	Negative	Positive	Positive	Positive
Mal_1020	Positive	Positive	Positive	Positive	Positive
Mal_1021	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1022	Positive	Positive	Positive	Positive	Positive
Mal_1023	Positive	Positive	Positive	Positive	Positive
Mal_1024	Positive	Positive	Positive	Positive	Positive
Mal_1025	Mixed feelings	Negative	Mixed feelings	Positive	Mixed feelings
Mal_1026	Positive	Positive	Positive	Positive	Positive
Mal_1027	Negative	Positive	Negative	Negative	Negative
Mal_1028	unknown state	Positive	Negative	Negative	Negative
Mal_1029	Negative	Positive	Positive	Positive	Positive
Mal_1030	Positive	Positive	Positive	Positive	Positive
Mal_1031	Positive	Positive	Positive	Positive	Positive
Mal_1032	Positive	Negative	Positive	Positive	Positive
Mal_1033	Positive	Positive	Positive	Positive	Positive
Mal_1034	Positive	Positive	Positive	Positive	Positive
Mal_1035	Positive	Positive	Positive	Positive	Positive
Mal_1036	Positive	Positive	Positive	Negative	Positive
Mal_1037	Negative	Positive	Negative	Negative	Negative
Mal_1038	unknown state	Positive	Positive	Positive	Positive
Mal_1039	Positive	Positive	Positive	Negative	Positive
Mal_1040	Positive	Mixed feelings	Negative	unknown state	Negative
Mal_1041	Positive	Positive	Positive	Positive	Positive
Mal_1042	Positive	Negative	Positive	Positive	Positive
Mal_1043	Negative	Positive	Positive	Positive	Positive
Mal_1044	Positive	Positive	Positive	Positive	Positive
Mal_1045	Positive	Positive	Positive	Positive	Positive
Mal_1046	Positive	Positive	Positive	Positive	Positive
Mal_1047	Positive	Positive	Positive	Positive	Positive
Mal_1048	Negative	Positive	Negative	Positive	Negative
Mal_1049	Positive	Positive	Positive	Positive	Positive
Mal_1050	Positive	Positive	Positive	Positive	Positive
Mal_1051	Positive	Positive	Positive	Negative	Positive
Mal_1052	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1053	Positive	Positive	Positive	Positive	Positive
Mal_1054	Positive	Mixed feelings	Positive	Positive	Positive
Mal_1055	Mixed feelings	Positive	Positive	Positive	Positive
