id	cat_boost_original_bert	forest_original_bert	log_original_bert	neigh_original_bert	original_majority_label_bert
Kan_484	Positive	Negative	Positive	Negative	Negative
Kan_485	Positive	Positive	Positive	Positive	Positive
Kan_486	Negative	Negative	Negative	Negative	Negative
Kan_487	Positive	Positive	Positive	Positive	Positive
Kan_488	Positive	Negative	not-Kannada	Positive	Positive
Kan_489	Positive	Negative	Negative	Positive	Negative
Kan_490	Negative	Negative	Negative	Negative	Negative
Kan_491	Positive	Negative	Positive	Positive	Positive
Kan_492	Negative	Positive	Positive	Positive	Positive
Kan_493	Negative	Negative	Negative	Negative	Negative
Kan_494	Negative	Negative	Negative	Mixed feelings	Negative
Kan_495	Positive	Positive	Positive	Positive	Positive
Kan_496	not-Kannada	Positive	Mixed feelings	Mixed feelings	Mixed feelings
Kan_497	Positive	Positive	Positive	Positive	Positive
Kan_498	not-Kannada	Positive	not-Kannada	not-Kannada	not-Kannada
Kan_499	unknown state	Negative	unknown state	unknown state	unknown state
Kan_500	Negative	Negative	Negative	Positive	Negative
Kan_501	Positive	Positive	Positive	Positive	Positive
Kan_502	Positive	Positive	Positive	not-Kannada	Positive
Kan_503	not-Kannada	not-Kannada	not-Kannada	Positive	not-Kannada
Kan_504	Positive	Positive	Positive	Positive	Positive
Kan_505	Positive	Positive	Positive	Positive	Positive
Kan_506	Positive	Positive	Positive	Positive	Positive
Kan_507	Negative	Positive	Positive	Mixed feelings	Positive
Kan_508	Positive	Positive	Positive	Positive	Positive
Kan_509	Positive	Positive	Positive	Positive	Positive
Kan_510	Positive	Negative	Positive	Positive	Positive
Kan_511	Positive	Positive	Positive	Positive	Positive
Kan_512	Negative	Positive	Positive	Positive	Positive
Kan_513	Positive	not-Kannada	Positive	Mixed feelings	Positive
Kan_514	not-Kannada	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_515	Positive	Positive	Positive	Positive	Positive
Kan_516	unknown state	not-Kannada	unknown state	Positive	unknown state
Kan_517	Positive	Positive	Positive	Positive	Positive
Kan_518	Positive	Positive	Negative	Positive	Positive
Kan_519	not-Kannada	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_520	not-Kannada	Positive	not-Kannada	not-Kannada	not-Kannada
Kan_521	unknown state	Positive	Positive	Positive	Positive
Kan_522	Positive	Positive	unknown state	Positive	Positive
Kan_523	Negative	Positive	Positive	Positive	Positive
Kan_524	Positive	Positive	Positive	Positive	Positive
Kan_525	Positive	Positive	Positive	Positive	Positive
Kan_526	Positive	Positive	Positive	Positive	Positive
Kan_527	Negative	Positive	Negative	Positive	Negative
Kan_528	Positive	Negative	Negative	Negative	Negative
Kan_529	Positive	Positive	Positive	Mixed feelings	Positive
Kan_530	Positive	Positive	Negative	Positive	Positive
Kan_531	Positive	Positive	Positive	Positive	Positive
Kan_532	Positive	Positive	Positive	Positive	Positive
Kan_533	Positive	Negative	Positive	Positive	Positive
Kan_534	unknown state	Positive	not-Kannada	Mixed feelings	Positive
Kan_535	Negative	Positive	Negative	Negative	Negative
Kan_536	Positive	Positive	Positive	Positive	Positive
Kan_537	Positive	Positive	Positive	Positive	Positive
Kan_538	Negative	Negative	Negative	Negative	Negative
Kan_539	not-Kannada	not-Kannada	Positive	not-Kannada	not-Kannada
Kan_540	Positive	Positive	Positive	Positive	Positive
Kan_541	Negative	Negative	Negative	Negative	Negative
Kan_542	not-Kannada	Positive	Positive	not-Kannada	Positive
Kan_543	Positive	not-Kannada	unknown state	Positive	Positive
Kan_544	Positive	Positive	Positive	Positive	Positive
Kan_545	Positive	Positive	Positive	Positive	Positive
Kan_546	Positive	Negative	Positive	Positive	Positive
Kan_547	not-Kannada	unknown state	unknown state	unknown state	unknown state
Kan_548	not-Kannada	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_549	Positive	Positive	Positive	Positive	Positive
Kan_550	Positive	Positive	Positive	not-Kannada	Positive
Kan_551	Positive	Positive	Positive	Positive	Positive
Kan_552	Negative	Positive	Positive	Negative	Negative
Kan_553	Positive	Positive	Positive	Positive	Positive
Kan_554	Negative	Positive	Positive	Positive	Positive
Kan_555	Negative	Negative	Negative	Negative	Negative
Kan_556	Positive	Positive	Positive	Negative	Positive
Kan_557	unknown state	unknown state	unknown state	unknown state	unknown state
Kan_558	Negative	Negative	Negative	Positive	Negative
Kan_559	Positive	Positive	Positive	Positive	Positive
Kan_560	not-Kannada	not-Kannada	not-Kannada	Positive	not-Kannada
Kan_561	Positive	Positive	Positive	Positive	Positive
Kan_562	Positive	Mixed feelings	unknown state	unknown state	unknown state
Kan_563	Negative	Positive	Negative	Negative	Negative
Kan_564	Negative	Negative	Negative	unknown state	Negative
Kan_565	Positive	Positive	Positive	Negative	Positive
Kan_566	not-Kannada	Positive	not-Kannada	Positive	Positive
Kan_567	Positive	Positive	Positive	Positive	Positive
Kan_568	Negative	Negative	Negative	Negative	Negative
Kan_569	not-Kannada	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_570	Negative	Positive	Positive	Positive	Positive
Kan_571	Positive	Positive	Positive	Mixed feelings	Positive
Kan_572	Negative	Negative	Negative	Positive	Negative
Kan_573	Negative	Negative	Negative	Negative	Negative
Kan_574	Positive	Positive	Positive	Positive	Positive
Kan_575	unknown state	Positive	unknown state	Negative	unknown state
Kan_576	Negative	Negative	Negative	Negative	Negative
Kan_577	Positive	Positive	unknown state	Positive	Positive
Kan_578	Negative	Positive	Negative	Negative	Negative
Kan_579	Negative	Negative	Negative	Positive	Negative
Kan_580	Positive	Negative	Positive	Positive	Positive
Kan_581	Positive	Positive	Positive	Positive	Positive
Kan_582	not-Kannada	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_583	Negative	Positive	Negative	Negative	Negative
Kan_584	Negative	Positive	Positive	Positive	Positive
Kan_585	Positive	Positive	not-Kannada	Positive	Positive
Kan_586	Positive	Positive	Positive	Positive	Positive
Kan_587	Positive	Positive	Positive	Positive	Positive
Kan_588	Negative	Positive	Positive	Positive	Positive
Kan_589	Positive	Positive	Positive	Mixed feelings	Positive
Kan_590	not-Kannada	Positive	not-Kannada	not-Kannada	not-Kannada
Kan_591	Positive	Positive	Negative	Positive	Positive
Kan_592	Negative	Negative	Negative	Positive	Negative
Kan_593	Positive	Positive	Positive	Positive	Positive
Kan_594	Positive	Positive	Positive	Positive	Positive
Kan_595	Positive	Positive	Positive	Positive	Positive
Kan_596	not-Kannada	not-Kannada	not-Kannada	Positive	not-Kannada
Kan_597	Positive	Positive	Positive	Positive	Positive
Kan_598	Positive	Positive	Positive	Positive	Positive
Kan_599	not-Kannada	not-Kannada	Positive	not-Kannada	not-Kannada
Kan_600	Positive	Negative	Negative	Negative	Negative
Kan_601	Negative	Negative	Negative	Negative	Negative
Kan_602	not-Kannada	not-Kannada	Positive	unknown state	not-Kannada
Kan_603	Positive	Positive	not-Kannada	Positive	Positive
Kan_604	Positive	Positive	not-Kannada	not-Kannada	Positive
Kan_605	Positive	Positive	Positive	Positive	Positive
Kan_606	Positive	Positive	Positive	Positive	Positive
Kan_607	Positive	Negative	Positive	Negative	Negative
Kan_608	Positive	Negative	Positive	Positive	Positive
Kan_609	Negative	Positive	Positive	Positive	Positive
Kan_610	not-Kannada	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_611	Positive	Positive	Positive	Positive	Positive
Kan_612	Positive	Positive	Positive	Positive	Positive
Kan_613	not-Kannada	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_614	unknown state	Positive	not-Kannada	Positive	Positive
Kan_615	Positive	Positive	Positive	Positive	Positive
Kan_616	Positive	Positive	Positive	Positive	Positive
Kan_617	Positive	Positive	Positive	Positive	Positive
Kan_618	not-Kannada	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_619	not-Kannada	unknown state	unknown state	unknown state	unknown state
Kan_620	Positive	Negative	Positive	Positive	Positive
Kan_621	Positive	Positive	Positive	not-Kannada	Positive
Kan_622	Positive	Negative	Positive	Positive	Positive
Kan_623	not-Kannada	Positive	not-Kannada	not-Kannada	not-Kannada
Kan_624	not-Kannada	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_625	Positive	Negative	Positive	Positive	Positive
Kan_626	Negative	Negative	Positive	Negative	Negative
Kan_627	Positive	Positive	Positive	Positive	Positive
Kan_628	Positive	Positive	Positive	Positive	Positive
Kan_629	unknown state	unknown state	unknown state	unknown state	unknown state
Kan_630	Negative	Positive	unknown state	unknown state	unknown state
Kan_631	Mixed feelings	Negative	Negative	Negative	Negative
Kan_632	Negative	Negative	Negative	Negative	Negative
Kan_633	not-Kannada	unknown state	unknown state	Positive	unknown state
Kan_634	Positive	Positive	Positive	Positive	Positive
Kan_635	not-Kannada	not-Kannada	unknown state	Positive	not-Kannada
Kan_636	not-Kannada	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_637	Positive	Positive	Positive	Positive	Positive
Kan_638	not-Kannada	Positive	not-Kannada	not-Kannada	not-Kannada
Kan_639	not-Kannada	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_640	Negative	Negative	Negative	Negative	Negative
Kan_641	Positive	Positive	Negative	Negative	Negative
Kan_642	Positive	Positive	Positive	Positive	Positive
Kan_643	Negative	Positive	Negative	not-Kannada	Negative
Kan_644	not-Kannada	not-Kannada	Positive	not-Kannada	not-Kannada
Kan_645	Positive	not-Kannada	Positive	Positive	Positive
Kan_646	unknown state	not-Kannada	Positive	unknown state	unknown state
Kan_647	Positive	Positive	Positive	Positive	Positive
Kan_648	Positive	Positive	Positive	Positive	Positive
Kan_649	Positive	Positive	Positive	Positive	Positive
Kan_650	Positive	Positive	Positive	Positive	Positive
Kan_651	Positive	Positive	Negative	Positive	Positive
Kan_652	not-Kannada	Negative	Positive	not-Kannada	not-Kannada
Kan_653	not-Kannada	Negative	not-Kannada	unknown state	not-Kannada
Kan_654	Positive	Positive	Positive	Positive	Positive
Kan_655	Positive	Positive	Positive	Positive	Positive
Kan_656	Positive	Positive	Positive	Positive	Positive
Kan_657	Positive	Positive	Positive	Positive	Positive
Kan_658	Positive	Negative	Negative	Positive	Negative
Kan_659	Negative	Negative	Negative	Positive	Negative
Kan_660	Negative	Negative	Negative	Negative	Negative
Kan_661	Positive	Positive	Positive	Positive	Positive
Kan_662	not-Kannada	Mixed feelings	not-Kannada	not-Kannada	not-Kannada
Kan_663	Positive	Negative	unknown state	Negative	Negative
Kan_664	Positive	Negative	Negative	Positive	Negative
Kan_665	Positive	Positive	Positive	Positive	Positive
Kan_666	Positive	Positive	Positive	not-Kannada	Positive
Kan_667	unknown state	not-Kannada	unknown state	Positive	unknown state
Kan_668	Positive	Positive	Positive	not-Kannada	Positive
Kan_669	Negative	Positive	Positive	Positive	Positive
Kan_670	Positive	Positive	Positive	Positive	Positive
Kan_671	Positive	Positive	Positive	Positive	Positive
Kan_672	Positive	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_673	Positive	not-Kannada	unknown state	not-Kannada	not-Kannada
Kan_674	Positive	Positive	Positive	Positive	Positive
Kan_675	not-Kannada	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_676	Negative	Positive	not-Kannada	unknown state	Negative
Kan_677	Positive	Positive	Positive	Positive	Positive
Kan_678	Positive	Positive	Positive	Positive	Positive
Kan_679	Positive	Positive	Positive	Positive	Positive
Kan_680	Positive	Positive	Positive	Positive	Positive
Kan_681	Negative	Negative	Negative	Negative	Negative
Kan_682	not-Kannada	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_683	Positive	Positive	Positive	Positive	Positive
Kan_684	unknown state	not-Kannada	not-Kannada	Positive	not-Kannada
Kan_685	Positive	Positive	unknown state	Positive	Positive
Kan_686	not-Kannada	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_687	Negative	Positive	Positive	Positive	Positive
Kan_688	Negative	Positive	Positive	Positive	Positive
Kan_689	not-Kannada	Positive	Positive	not-Kannada	Positive
Kan_690	Negative	Negative	Negative	Negative	Negative
Kan_691	Negative	Negative	Positive	Negative	Negative
Kan_692	Positive	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_693	not-Kannada	Positive	Positive	Positive	Positive
Kan_694	Negative	Positive	Mixed feelings	Mixed feelings	Mixed feelings
Kan_695	unknown state	unknown state	unknown state	unknown state	unknown state
Kan_696	Positive	Positive	Positive	Positive	Positive
Kan_697	not-Kannada	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_698	unknown state	Negative	unknown state	unknown state	unknown state
Kan_699	Positive	Positive	Positive	Positive	Positive
Kan_700	Positive	Negative	Positive	Positive	Positive
Kan_701	Positive	Positive	Positive	Positive	Positive
Kan_702	Positive	Positive	Positive	Positive	Positive
Kan_703	Positive	Positive	Positive	Positive	Positive
Kan_704	Positive	unknown state	Positive	not-Kannada	Positive
Kan_705	Positive	Positive	Positive	Positive	Positive
Kan_706	Positive	Negative	Negative	Positive	Negative
Kan_707	Positive	Positive	Positive	Positive	Positive
Kan_708	Positive	unknown state	Positive	Negative	Positive
Kan_709	Positive	Negative	Negative	Positive	Negative
Kan_710	Positive	Positive	Positive	Positive	Positive
Kan_711	Positive	Negative	Negative	Negative	Negative
Kan_712	Negative	Positive	Positive	Positive	Positive
Kan_713	Mixed feelings	Negative	Negative	Positive	Negative
Kan_714	Negative	Positive	Positive	Positive	Positive
Kan_715	Negative	Positive	Negative	Positive	Negative
Kan_716	Positive	Positive	Positive	Positive	Positive
Kan_717	Negative	Negative	Negative	Positive	Negative
Kan_718	Positive	Positive	Positive	Positive	Positive
Kan_719	not-Kannada	Positive	not-Kannada	Positive	Positive
Kan_720	Positive	Positive	Positive	Positive	Positive
Kan_721	Positive	Positive	Positive	Positive	Positive
Kan_722	Positive	Negative	Positive	Mixed feelings	Positive
Kan_723	unknown state	unknown state	Positive	Positive	Positive
Kan_724	Negative	Positive	Positive	Negative	Negative
Kan_725	Negative	Positive	Positive	Positive	Positive
Kan_726	Positive	Positive	Positive	Positive	Positive
Kan_727	Positive	Positive	Negative	Positive	Positive
Kan_728	Positive	Mixed feelings	Positive	unknown state	Positive
Kan_729	Positive	Positive	Positive	Positive	Positive
Kan_730	Negative	Mixed feelings	Negative	Negative	Negative
Kan_731	Negative	Positive	unknown state	Positive	Positive
Kan_732	Positive	Positive	Positive	Positive	Positive
Kan_733	Positive	Positive	Positive	Positive	Positive
Kan_734	Positive	Negative	Positive	Positive	Positive
Kan_735	Positive	Positive	Positive	Positive	Positive
Kan_736	Positive	Positive	Positive	Positive	Positive
Kan_737	Positive	Positive	Positive	not-Kannada	Positive
Kan_738	Negative	Positive	Negative	Negative	Negative
Kan_739	Positive	Positive	Positive	Positive	Positive
Kan_740	Positive	Positive	not-Kannada	Positive	Positive
Kan_741	Negative	Negative	Negative	Negative	Negative
Kan_742	unknown state	unknown state	unknown state	unknown state	unknown state
Kan_743	Negative	Positive	Negative	Negative	Negative
Kan_744	Mixed feelings	not-Kannada	Positive	Negative	Negative
Kan_745	unknown state	Negative	Negative	Positive	Negative
Kan_746	Positive	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_747	Positive	Positive	Positive	Positive	Positive
Kan_748	Positive	Negative	Positive	Positive	Positive
Kan_749	Negative	Positive	Positive	Positive	Positive
Kan_750	Positive	Positive	Positive	Negative	Positive
Kan_751	Positive	Positive	Positive	Positive	Positive
Kan_752	Negative	Negative	Negative	Negative	Negative
Kan_753	not-Kannada	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_754	unknown state	unknown state	unknown state	unknown state	unknown state
Kan_755	Positive	Positive	Positive	Positive	Positive
Kan_756	Positive	Positive	Positive	Positive	Positive
Kan_757	Positive	not-Kannada	not-Kannada	not-Kannada	not-Kannada
Kan_758	unknown state	unknown state	unknown state	unknown state	unknown state
Kan_759	unknown state	unknown state	unknown state	unknown state	unknown state
Kan_760	Positive	Positive	Positive	Positive	Positive
Kan_761	Positive	Positive	Positive	Positive	Positive
Kan_762	Positive	not-Kannada	unknown state	Positive	Positive
Kan_763	Positive	not-Kannada	Positive	Positive	Positive
Kan_764	Positive	Positive	not-Kannada	Positive	Positive
Kan_765	Negative	Positive	Negative	Negative	Negative
Kan_766	Positive	Positive	Positive	Positive	Positive
Kan_767	Positive	Positive	Positive	Positive	Positive
Kan_768	Negative	Negative	Negative	Negative	Negative
