id	cat_boost_original_bert	forest_original_bert	log_original_bert	neigh_original_bert	original_majority_label_bert
TAM_529	Negative	not-Kannada	Positive	Positive	Positive
TAM_530	Positive	Positive	Positive	Positive	Positive
TAM_531	Positive	Positive	Positive	Positive	Positive
TAM_532	Positive	Positive	Positive	Positive	Positive
TAM_533	Positive	Positive	Positive	Positive	Positive
TAM_534	Positive	Positive	Positive	Positive	Positive
TAM_535	Positive	Positive	Positive	Positive	Positive
TAM_536	Positive	Positive	Positive	Positive	Positive
TAM_537	Negative	Positive	Positive	Positive	Positive
TAM_538	Positive	Positive	Positive	Positive	Positive
TAM_539	Negative	Negative	Negative	Positive	Negative
TAM_540	Negative	Negative	Positive	Negative	Negative
TAM_541	Positive	Positive	Positive	Positive	Positive
TAM_542	Positive	Positive	Positive	Positive	Positive
TAM_543	Positive	Positive	Positive	Positive	Positive
TAM_544	Positive	Positive	Negative	Positive	Positive
TAM_545	Positive	Positive	Positive	Positive	Positive
TAM_546	Positive	Positive	Positive	Positive	Positive
TAM_547	Positive	Positive	Positive	Positive	Positive
TAM_548	Positive	Positive	Positive	Positive	Positive
TAM_549	Negative	Positive	Positive	Positive	Positive
TAM_550	Positive	Positive	Positive	Positive	Positive
TAM_551	Positive	Negative	Positive	Positive	Positive
TAM_552	Positive	Negative	Positive	Positive	Positive
TAM_553	Negative	Positive	Positive	Positive	Positive
TAM_554	Positive	Positive	Positive	Positive	Positive
TAM_555	Negative	Positive	Positive	Positive	Positive
TAM_556	Positive	Positive	Positive	Positive	Positive
TAM_557	Positive	Positive	Positive	Positive	Positive
TAM_558	Positive	Positive	Positive	Positive	Positive
TAM_559	unknown state	Positive	Positive	Positive	Positive
TAM_560	Negative	unknown state	Negative	Positive	Negative
TAM_561	Positive	Positive	unknown state	Positive	Positive
TAM_562	Positive	Positive	Positive	Positive	Positive
TAM_563	Positive	Positive	Positive	Positive	Positive
TAM_564	Negative	Negative	Negative	Positive	Negative
TAM_565	Positive	Positive	Positive	Positive	Positive
TAM_566	Positive	Positive	Positive	Positive	Positive
TAM_567	Negative	unknown state	Negative	Positive	Negative
TAM_568	Positive	Positive	Positive	Positive	Positive
TAM_569	Positive	Mixed feelings	Positive	Positive	Positive
TAM_570	unknown state	Positive	Positive	Positive	Positive
TAM_571	Positive	Positive	Positive	Negative	Positive
TAM_572	Negative	Positive	Positive	Positive	Positive
TAM_573	Positive	Positive	Positive	Positive	Positive
TAM_574	Positive	Mixed feelings	Positive	Positive	Positive
TAM_575	Positive	Negative	Positive	Positive	Positive
TAM_576	Positive	Negative	Mixed feelings	Positive	Positive
TAM_577	Positive	Positive	Positive	Positive	Positive
TAM_578	Negative	Positive	Negative	Positive	Negative
TAM_579	Positive	Positive	Positive	Negative	Positive
TAM_580	Positive	Positive	Positive	Positive	Positive
TAM_581	Positive	Positive	Positive	Positive	Positive
TAM_582	Positive	Negative	Positive	Positive	Positive
TAM_583	Positive	Positive	Positive	Positive	Positive
TAM_584	Negative	Negative	Positive	Positive	Negative
TAM_585	Positive	Positive	Positive	Positive	Positive
TAM_586	Positive	Positive	Positive	Positive	Positive
TAM_587	Positive	Positive	Positive	Positive	Positive
TAM_588	Positive	Negative	Positive	Positive	Positive
TAM_589	Positive	Positive	Positive	Positive	Positive
TAM_590	Positive	Negative	Negative	Positive	Negative
TAM_591	Negative	Positive	Negative	Positive	Negative
TAM_592	Positive	Positive	Positive	Positive	Positive
TAM_593	Positive	Positive	Positive	Positive	Positive
TAM_594	Positive	Negative	Positive	Positive	Positive
TAM_595	Positive	Positive	Positive	Positive	Positive
TAM_596	Positive	Positive	Positive	Positive	Positive
TAM_597	Positive	Positive	Positive	Positive	Positive
TAM_598	Positive	Positive	Positive	Positive	Positive
TAM_599	Positive	Negative	Positive	Positive	Positive
TAM_600	Positive	Positive	Positive	Positive	Positive
TAM_601	Positive	Positive	Positive	Positive	Positive
TAM_602	Positive	Positive	Positive	Positive	Positive
TAM_603	Positive	Positive	Positive	Positive	Positive
TAM_604	Positive	Positive	Positive	Positive	Positive
TAM_605	Negative	Positive	Negative	Negative	Negative
TAM_606	Positive	Mixed feelings	Negative	Positive	Positive
TAM_607	Positive	Negative	Positive	Positive	Positive
TAM_608	Negative	Positive	Positive	Positive	Positive
TAM_609	Negative	Negative	Negative	Negative	Negative
TAM_610	Positive	Positive	Positive	Positive	Positive
TAM_611	Positive	Positive	Positive	Positive	Positive
TAM_612	Positive	Positive	Positive	Positive	Positive
TAM_613	Negative	Positive	Positive	Negative	Negative
TAM_614	Positive	Mixed feelings	Negative	Positive	Positive
TAM_615	Mixed feelings	Positive	Negative	Positive	Positive
TAM_616	Negative	Positive	Negative	Positive	Negative
TAM_617	Positive	Positive	Negative	Positive	Positive
TAM_618	Positive	Mixed feelings	Positive	Positive	Positive
TAM_619	Positive	Positive	Positive	Positive	Positive
TAM_620	Positive	Positive	Positive	Positive	Positive
TAM_621	Positive	Positive	Positive	Positive	Positive
TAM_622	Positive	Positive	Positive	Positive	Positive
TAM_623	Positive	Positive	Positive	Positive	Positive
TAM_624	Negative	Positive	Positive	Positive	Positive
TAM_625	Negative	Positive	Negative	Positive	Negative
TAM_626	Positive	Positive	Positive	Positive	Positive
TAM_627	Mixed feelings	Positive	Positive	Positive	Positive
TAM_628	Mixed feelings	Positive	Positive	Positive	Positive
TAM_629	Positive	Positive	Positive	Positive	Positive
TAM_630	Positive	Positive	Positive	Positive	Positive
TAM_631	Negative	Positive	Positive	Positive	Positive
TAM_632	Negative	Positive	Positive	Positive	Positive
TAM_633	Positive	Positive	Positive	Positive	Positive
TAM_634	Negative	Positive	Positive	Positive	Positive
TAM_635	Positive	Positive	Positive	Positive	Positive
TAM_636	Positive	Positive	Positive	Positive	Positive
TAM_637	Positive	Positive	Positive	Positive	Positive
TAM_638	Positive	Positive	Positive	Positive	Positive
TAM_639	Positive	Positive	Positive	Positive	Positive
TAM_640	Positive	Positive	Positive	Positive	Positive
TAM_641	Positive	Positive	Negative	Positive	Positive
TAM_642	Positive	Negative	Positive	Positive	Positive
TAM_643	Positive	Positive	Positive	Positive	Positive
TAM_644	Positive	Positive	Negative	Positive	Positive
TAM_645	Negative	Positive	Positive	Positive	Positive
TAM_646	Negative	Positive	Positive	Positive	Positive
TAM_647	Positive	Positive	Positive	Positive	Positive
TAM_648	Negative	Negative	Negative	Negative	Negative
TAM_649	Positive	Negative	Positive	Positive	Positive
